city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,0,342,45.3,20.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,5,64,14.1,11.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,2,292,23.5,6.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,6,426,30.0,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,3,209,41.3,13.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,0,246,45.5,13.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,0,404,16.4,6.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,0,145,29.4,10.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,3,113,23.5,17.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,4,373,44.0,9.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,6,337,34.1,8.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,2,150,10.8,7.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,0,324,12.2,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,1,84,27.0,21.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,0,333,45.0,21.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,2,441,29.2,9.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,2,264,34.9,9.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,2,160,14.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,3,149,11.0,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,1,272,33.7,9.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,2,78,11.8,9.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,2,451,30.1,9.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,2,157,32.7,11.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,1,292,17.3,9.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,1,322,28.6,6.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,6,124,45.9,17.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,0,220,34.2,21.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,0,309,26.3,6.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,4,187,33.1,10.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,3,66,23.2,9.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,4,292,22.8,12.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,0,182,21.7,7.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,0,241,13.8,8.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,6,119,23.7,8.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,3,473,29.3,8.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,5,174,16.7,11.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,6,59,13.0,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,0,314,10.8,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,3,70,8.3,6.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,2,68,24.7,20.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,6,89,45.4,35.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,0,233,15.9,9.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,1,324,15.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,1,78,19.3,7.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,3,186,34.8,23.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,18,6,353,11.5,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,0,166,41.3,14.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,0,152,38.7,27.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,6,338,35.5,16.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,5,408,13.2,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,5,395,30.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,4,335,26.5,6.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,6,400,15.0,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,1,362,41.8,18.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,3,305,42.9,10.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,5,472,8.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,5,201,14.7,9.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,8,5,337,19.8,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,2,193,24.2,7.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,1,254,18.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,1,184,17.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,4,51,36.1,15.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,6,176,47.7,16.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,0,400,45.0,17.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,3,113,18.8,14.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,1,450,22.8,7.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,1,148,41.4,14.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,6,333,11.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,6,242,18.9,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,1,130,27.5,20.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,2,239,14.8,8.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,2,399,19.5,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,5,330,32.9,15.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,5,243,35.8,21.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,2,382,27.4,11.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,1,180,35.5,11.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,1,449,48.7,15.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,6,2,51,23.2,19.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,2,292,39.5,10.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,16,6,289,41.7,22.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,1,202,30.3,9.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,5,303,29.1,7.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,1,477,39.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,3,217,17.3,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,3,268,44.9,12.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,3,420,45.2,16.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,3,337,15.2,7.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,1,186,49.9,16.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,1,261,49.6,14.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,5,437,32.2,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,4,72,12.5,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,0,160,25.3,17.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,2,165,46.8,16.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,0,318,30.5,15.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,6,149,32.9,23.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,3,140,38.0,13.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,1,174,12.1,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,4,375,18.5,7.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,4,443,31.1,10.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,1,310,28.2,14.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,0,154,45.4,15.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,2,354,43.2,19.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,2,426,17.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,11,0,113,40.9,15.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,2,378,41.0,17.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,2,72,30.8,24.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,4,413,17.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,5,212,31.4,19.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,4,81,24.8,19.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,23,3,312,41.1,20.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,2,134,36.3,13.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,6,409,20.4,7.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,3,465,26.0,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,2,51,33.0,27.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,5,402,35.8,6.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,1,51,42.4,35.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,3,140,35.7,12.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,5,217,40.5,25.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,3,438,9.4,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,2,249,16.4,9.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,2,136,43.7,31.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,2,463,46.5,7.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,6,78,45.1,36.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,1,345,20.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,1,94,42.8,16.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,1,68,17.8,7.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,5,363,29.0,12.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,0,117,47.5,35.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,5,347,15.6,7.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,2,61,34.2,28.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,6,160,19.3,13.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,4,72,21.0,17.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,4,399,13.7,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,6,310,19.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,4,329,28.3,13.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,4,2,196,42.3,27.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,1,446,40.7,6.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,2,177,36.4,12.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,5,454,9.2,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,3,224,10.9,6.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,5,303,48.5,12.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,6,301,37.6,9.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,0,427,27.9,9.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,4,413,37.9,7.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,5,475,24.7,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,14,3,444,27.8,9.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,3,268,19.8,11.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,3,208,43.3,27.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,0,86,16.2,6.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,4,2,66,43.3,35.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,6,193,17.6,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,4,129,37.5,13.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,2,436,12.7,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,4,379,22.1,9.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,6,99,12.0,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,3,190,33.0,21.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,5,319,17.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,4,127,12.5,9.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,1,232,16.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,6,410,29.7,11.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,4,395,16.8,6.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,2,419,9.2,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,3,343,20.7,9.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,1,436,36.9,6.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,4,84,8.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,0,282,17.2,9.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,0,244,41.3,12.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,5,257,45.6,13.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,12,5,83,23.2,18.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,6,337,19.8,9.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,5,325,48.3,11.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,1,201,9.4,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,3,431,43.7,7.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,4,92,18.8,14.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,19,4,96,8.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,3,250,18.8,10.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,5,270,19.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,5,255,26.4,7.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,5,167,37.9,13.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,1,164,22.9,15.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,2,453,41.9,13.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,3,433,21.9,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,0,267,49.6,13.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,1,339,28.0,6.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,2,167,47.3,16.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,4,445,27.2,8.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,4,385,38.0,7.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,6,461,34.6,10.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,6,220,9.9,6.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,5,350,27.8,12.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,7,2,90,14.7,11.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,6,69,12.0,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,6,198,31.2,10.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,5,404,34.2,13.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,8,1,104,24.2,9.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,3,265,19.1,10.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,20,2,424,14.1,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,4,276,25.7,14.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,3,156,27.2,19.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,4,299,48.9,25.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,1,54,12.5,10.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,1,368,39.2,16.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,4,171,44.8,15.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,6,247,40.1,23.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,14,0,363,41.6,18.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,5,163,35.0,24.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,6,227,44.9,27.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,4,177,22.4,7.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,2,212,35.6,22.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,1,235,45.2,27.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,4,127,10.8,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,4,303,30.9,15.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,14,4,320,19.5,9.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,1,5,107,46.0,35.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,5,401,40.9,15.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,4,129,42.9,31.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,0,2,445,43.9,14.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,5,191,27.2,8.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,3,333,8.4,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,0,434,49.2,8.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,4,276,37.7,20.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,14,2,336,17.6,8.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,1,411,38.7,7.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,5,78,42.9,34.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,0,337,30.1,7.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,6,442,34.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,5,127,42.0,15.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,4,205,19.8,6.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,1,97,22.9,8.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,2,232,17.0,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,5,436,47.4,16.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,1,214,42.2,26.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,4,197,19.0,12.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,6,276,13.6,7.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,5,292,27.4,14.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,6,237,19.8,11.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,2,80,11.3,9.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,2,59,35.9,29.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,2,74,47.2,19.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,6,127,11.8,8.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,5,98,41.5,32.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,5,308,16.0,8.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,0,235,12.7,7.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,4,206,19.0,12.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,1,88,16.6,13.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,4,247,40.5,23.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,2,318,38.7,9.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,1,253,43.3,24.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,13,3,165,34.4,23.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,6,238,29.4,17.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,8,3,439,13.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,3,261,22.3,6.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,4,301,25.3,13.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,0,116,27.2,20.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,5,390,34.1,6.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,1,239,23.0,6.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,4,245,13.7,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,425,32.7,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,6,156,30.9,21.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,1,457,41.2,6.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,6,330,11.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,6,160,38.1,13.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,5,103,24.2,18.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,1,246,41.1,12.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,6,400,42.2,16.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,5,315,40.7,10.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,5,307,11.9,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,1,105,11.1,8.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,4,297,45.8,23.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,6,326,20.1,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,0,3,450,33.4,10.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,1,332,49.9,23.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,446,38.1,12.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,4,399,39.8,15.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,1,370,43.5,9.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,2,345,42.6,19.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,0,107,49.0,18.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,23,3,322,23.8,11.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,1,432,36.3,6.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,5,84,21.0,16.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,2,334,37.5,17.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,0,239,19.4,11.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,3,194,18.8,6.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,5,397,46.5,9.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,3,309,31.9,16.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,0,217,37.1,23.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,3,463,32.1,9.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,6,160,14.9,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,0,402,35.7,6.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,6,134,48.9,35.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,5,284,33.0,8.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,3,78,26.5,10.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,6,75,20.5,8.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,6,388,49.0,19.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,4,144,44.5,15.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,5,246,38.1,22.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,5,86,42.5,33.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,1,456,44.1,13.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,14,6,434,40.5,13.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,5,330,45.8,21.8
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,0,454,34.8,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,6,298,21.1,10.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,12,4,246,43.1,25.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,1,164,40.9,14.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,5,91,14.2,6.0
